material_id,cpse_id,sector,plant_code,source_material_code,material_type,material_description,technical_spec_text,uom,existing_material_group,unit_price_inr,current_stock_qty,annual_procurement_qty,bucket,human_review_flag
MAT-OG-004663,CPSE-ONGC,Oil & Gas Upstream,ONGC-HAZIRA-GAS-PLANT,MAT-341596,ERSA,CONTACTOR 32A 3P 230VAC 3TF34,3-POLE POWER CONTACTOR 32A AC-3 415V CONTROL COIL 230V AC 50HZ 1NO+1NC CONTACTS IEC 60947-4-1,EA,ELECTRICAL-SWITCHGEAR,4143.73,3,15,BKT-ELE-CONT-32A-3TF34-230V-03683,False
MAT-MN-004664,CPSE-CIL,Coal Mining & Extraction,CIL-SECL-BILASPUR-MINES,MAT-113206,ERSA,CONTACTOR 32A 3P 230VAC 3TF34,3-POLE POWER CONTACTOR 32A AC-3 415V CONTROL COIL 230V AC 50HZ 1NO+1NC CONTACTS IEC 60947-4-1,EA,ELECTRICAL-SWITCHGEAR,4548.03,6,16,BKT-ELE-CONT-32A-3TF34-230V-03683,False
MAT-PW-004665,CPSE-NTPC,Thermal Power Generation,NTPC-SINGRAULI-STPS-2000MW,MAT-686856,ERSA,BEARING SPH ROLLER 22316K C3,SPHERICAL ROLLER BEARING 80X170X58MM TAPERED BORE 1:12 C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,EA,MRO-BEARINGS,17649.19,14,43,BKT-BRG-SPH-22316K-C3-03684,False
MAT-PW-004666,CPSE-NTPC,Thermal Power Generation,NTPC-DADRI-POWER-STATION,MAT-471833,ERSA,BRG SPH ROLLER 22316K C3,SPHERICAL ROLLER BEARING 80X170X58MM TAPERED BORE 1:12 C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,EA,MRO-BEARINGS,16866.85,4,21,BKT-BRG-SPH-22316K-C3-03684,False
MAT-MN-004667,CPSE-CIL,Coal Mining & Extraction,CIL-MCL-SAMBALPUR-MINES,MAT-927409,ERSA,BEARING SPH ROLLER 22224K C3,SPHERICAL ROLLER BEARING 120X215X58MM TAPERED BORE 1:12 C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,EA,MRO-BEARINGS,24067.63,6,14,BKT-BRG-SPH-22224K-C3-03685,True
MAT-RP-004668,CPSE-IOCL,Refining & Petrochemicals,IOCL-PARADIP-REFINERY,MAT-789754,ERSA,BRG SPH ROLLER 22224K C3,SPHERICAL ROLLER BEARING 120X215X58MM TAPERED BORE 1:12 C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,EA,MRO-BEARINGS,20188.75,39,92,BKT-BRG-SPH-22224K-C3-03685,True
MAT-PW-004669,CPSE-NTPC,Thermal Power Generation,NTPC-SINGRAULI-STPS-2000MW,MAT-852511,ERSA,BRG SPH RLLR 22224K C3,SPHERICAL ROLLER BEARING 120X215X58MM TAPERED BORE 1:12 C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,EA,MRO-BEARINGS,24301.07,2,12,BKT-BRG-SPH-22224K-C3-03685,True
MAT-RP-004670,CPSE-IOCL,Refining & Petrochemicals,IOCL-MATHURA-REFINERY,MAT-458417,ERSA,BEARING SPH RLLR 22224K C3,SPHERICAL ROLLER BEARING 120X215X58MM TAPERED BORE 1:12 C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,EA,MRO-BEARINGS,26162.84,6,25,BKT-BRG-SPH-22224K-C3-03685,True
MAT-GT-004671,CPSE-GAIL,Gas Transmission & Petrochem,GAIL-PATA-PETROCHEMICAL,MAT-119793,ERSA,Brg Sph Roller 22224K C3,SPHERICAL ROLLER BEARING 120X215X58MM TAPERED BORE 1:12 C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,EA,MRO-BEARINGS,23610.93,11,41,BKT-BRG-SPH-22224K-C3-03685,True
MAT-OG-004672,CPSE-ONGC,Oil & Gas Upstream,ONGC-ANKLESHWAR-ASSET,MAT-378883,ERSA,BEARING SPH RLLR 22224K C3,SPHERICAL ROLLER BEARING 120X215X58MM TAPERED BORE 1:12 C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,EA,MRO-BEARINGS,24834.52,1,6,BKT-BRG-SPH-22224K-C3-03685,True
MAT-PW-004673,CPSE-NTPC,Thermal Power Generation,NTPC-RAMAGUNDAM-STPS-2600MW,MAT-555988,HIBE,FLANGE SORF 2 INCH 150# A105,FORGED CARBON STEEL FLANGE SORF SIZE 2 INCH CLASS 150# ASTM A105 ASME B16.5,EA,PIPING-FITTINGS,1013.34,12,36,BKT-FLG-SORF-2INCH-150#-A105-03686,False
MAT-ST-004674,CPSE-SAIL,Steel & Metals,SAIL-IISCO-BURNPUR,MAT-771068,HIBE,FLANGE SORF 2 IN 150# A105,FORGED CARBON STEEL FLANGE SORF SIZE 2 INCH CLASS 150# ASTM A105 ASME B16.5,EA,PIPING-FITTINGS,937.05,3,10,BKT-FLG-SORF-2INCH-150#-A105-03686,False
MAT-ST-004675,CPSE-SAIL,Steel & Metals,SAIL-IISCO-BURNPUR,MAT-845081,ERSA,BEARING BALL 6206 ZZ C3,DEEP GROOVE BALL BEARING 30X62X16MM METAL SHIELDS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,EA,MRO-BEARINGS,475.62,10,47,BKT-BRG-DGBB-6206-ZZ-03687,False
MAT-RP-004676,CPSE-IOCL,Refining & Petrochemicals,IOCL-PARADIP-REFINERY,MAT-545112,ERSA,MCCB 630A 3P 50KA THERM-MAG,MOULDED CASE CIRCUIT BREAKER 630A 3P 415V AC 50KA THERMAL MAGNETIC TRIP UNIT IEC 60947-2,EA,ELECTRICAL-SWITCHGEAR,54051.26,0,2,BKT-ELE-MCCB-630A-3P-50KA-03688,False
MAT-PW-004677,CPSE-NTPC,Thermal Power Generation,NTPC-VINDHYACHAL-STPS-4760MW,MAT-874694,ERSA,MCCB 630A 3P 50KA THERM-MAG,MOULDED CASE CIRCUIT BREAKER 630A 3P 415V AC 50KA THERMAL MAGNETIC TRIP UNIT IEC 60947-2,EA,ELECTRICAL-SWITCHGEAR,64537.08,2,6,BKT-ELE-MCCB-630A-3P-50KA-03688,False
MAT-OG-004678,CPSE-ONGC,Oil & Gas Upstream,ONGC-URAN-PROCESSING-PLANT,MAT-173583,ERSA,CONTACTOR 25A 3P 230VAC 3TF33,3-POLE POWER CONTACTOR 25A AC-3 415V CONTROL COIL 230V AC 50HZ 1NO+1NC CONTACTS IEC 60947-4-1,EA,ELECTRICAL-SWITCHGEAR,2746.2,24,59,BKT-ELE-CONT-25A-3TF33-230V-03689,False
MAT-HE-004679,CPSE-BHEL,Heavy Electrical Engineering,BHEL-BHOPAL-HEP,MAT-154130,ERSA,PRESSURE GAUGE 0-250 KG/CM2 DIAL 150MM,INDUSTRIAL BOURDON TUBE PRESSURE GAUGE RANGE 0-250 KG/CM2 DIAL 150MM BOTTOM MOUNT 1/2 INCH NPT CASE SS304 IP65 ASME B40.100,EA,INSTRUMENTATION-CONTROL,5920.52,10,48,BKT-INS-GAUGE-0-250KGCM2-150MM-03690,False
MAT-ST-004680,CPSE-SAIL,Steel & Metals,SAIL-BOKARO-STEEL-PLANT,MAT-311079,ERSA,PRESS GAUGE 0-250 KG/CM2 DIAL 150MM,INDUSTRIAL BOURDON TUBE PRESSURE GAUGE RANGE 0-250 KG/CM2 DIAL 150MM BOTTOM MOUNT 1/2 INCH NPT CASE SS304 IP65 ASME B40.100,EA,INSTRUMENTATION-CONTROL,5211.11,11,29,BKT-INS-GAUGE-0-250KGCM2-150MM-03690,False
MAT-PW-004681,CPSE-NTPC,Thermal Power Generation,NTPC-RAMAGUNDAM-STPS-2600MW,MAT-160981,HIBE,HEX HEAD BOLT M24 X 120MM GR 8.8,HEXAGONAL HEAD BOLT HIGH TENSILE M24 X 120MM LENGTH PROPERTY CLASS 8.8 IS 1364 / ISO 4014 GALVANIZED,NO,HARDWARE-FASTENERS,310.82,64,223,BKT-FAS-BOLT-M24X120MM-8.8-03691,False
MAT-MN-004682,CPSE-CIL,Coal Mining & Extraction,CIL-MCL-SAMBALPUR-MINES,MAT-146553,ERSA,SWING CHECK VALVE 6 INCH 150# WCB,SWING CHECK NON RETURN VALVE 6 INCH CLASS 150# FLANGED RF BODY WCB TRIM 8 BS 1868 / ASME B16.34,EA,PIPING-VALVES,37067.35,1,3,BKT-VLV-CHECK-6INCH-150#-WCB-03692,False
MAT-ST-004683,CPSE-SAIL,Steel & Metals,SAIL-BOKARO-STEEL-PLANT,MAT-931046,ERSA,BEARING SPH ROLLER 22218 NORMAL,SPHERICAL ROLLER BEARING 90X160X40MM CYLINDRICAL BORE NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,EA,MRO-BEARINGS,7582.67,26,79,BKT-BRG-SPH-22218-NORMAL-03693,False
MAT-RP-004684,CPSE-IOCL,Refining & Petrochemicals,IOCL-MATHURA-REFINERY,MAT-517924,ERSA,BRG SPH ROLLER 22218 NORMAL,SPHERICAL ROLLER BEARING 90X160X40MM CYLINDRICAL BORE NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,EA,MRO-BEARINGS,9336.72,2,14,BKT-BRG-SPH-22218-NORMAL-03693,False
MAT-HE-004685,CPSE-BHEL,Heavy Electrical Engineering,BHEL-HARIDWAR-HEEP,MAT-949421,ERSA,Bearing Sph Rllr 22218 Normal,SPHERICAL ROLLER BEARING 90X160X40MM CYLINDRICAL BORE NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,EA,MRO-BEARINGS,8545.75,4,10,BKT-BRG-SPH-22218-NORMAL-03693,False
MAT-OG-004686,CPSE-ONGC,Oil & Gas Upstream,ONGC-MUMBAI-HIGH-OFFSHORE,MAT-588881,ERSA,BEARING SPH ROLLER 22320 C3,SPHERICAL ROLLER BEARING 100X215X73MM CYLINDRICAL BORE C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,EA,MRO-BEARINGS,28595.63,2,6,BKT-BRG-SPH-22320-C3-03694,False
MAT-ST-004687,CPSE-SAIL,Steel & Metals,SAIL-ROURKELA-STEEL-PLANT,MAT-296736,ERSA,BEARING BALL 6310 ZZ C3,DEEP GROOVE BALL BEARING 50X110X27MM METAL SHIELDS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,EA,MRO-BEARINGS,1841.61,3,12,BKT-BRG-DGBB-6310-ZZ-03695,False
MAT-ST-004688,CPSE-SAIL,Steel & Metals,SAIL-ROURKELA-STEEL-PLANT,MAT-342002,ERSA,BEARING BALL 6206 OPEN C3,DEEP GROOVE BALL BEARING 30X62X16MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455,EA,MRO-BEARINGS,456.48,2,11,BKT-BRG-DGBB-6206-OPEN-03696,False
MAT-RP-004689,CPSE-IOCL,Refining & Petrochemicals,IOCL-HALDIA-REFINERY,MAT-735207,ERSA,BEARING SPH ROLLER 22226K NORMAL,SPHERICAL ROLLER BEARING 130X230X64MM TAPERED BORE 1:12 NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,EA,MRO-BEARINGS,25341.65,2,7,BKT-BRG-SPH-22226K-NORMAL-03697,False
MAT-HE-004690,CPSE-BHEL,Heavy Electrical Engineering,BHEL-TRICHY-BOILER-PLANT,MAT-675994,ERSA,GATE VALVE 4 INCH 300# WCB FLGD,GATE VALVE 4 INCH CLASS 300# FLANGED RF OS&Y RISING STEM BODY WCB TRIM 8 API 600 / API 602 / ASME B16.34,EA,PIPING-VALVES,46049.58,1,3,BKT-VLV-GATE-4INCH-300#-WCB-03698,True
MAT-ST-004691,CPSE-SAIL,Steel & Metals,SAIL-BOKARO-STEEL-PLANT,MAT-404250,ERSA,"GATE VLV 4 "" 300# WCB FLGD",GATE VALVE 4 INCH CLASS 300# FLANGED RF OS&Y RISING STEM BODY WCB TRIM 8 API 600 / API 602 / ASME B16.34,EA,PIPING-VALVES,34625.88,1,4,BKT-VLV-GATE-4INCH-300#-WCB-03698,True
MAT-OG-004692,CPSE-ONGC,Oil & Gas Upstream,ONGC-MUMBAI-HIGH-OFFSHORE,MAT-300715,ERSA,BEARING BALL 6310 2RS1 C3,DEEP GROOVE BALL BEARING 50X110X27MM RUBBER SEALS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,EA,MRO-BEARINGS,2438.71,11,29,BKT-BRG-DGBB-6310-2RS1-03699,False
MAT-PW-004693,CPSE-NTPC,Thermal Power Generation,NTPC-KORBA-SUPER-THERMAL,MAT-756268,ERSA,BEARING BL 6310 2RS1 C3,DEEP GROOVE BALL BEARING 50X110X27MM RUBBER SEALS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,EA,MRO-BEARINGS,2513.38,13,52,BKT-BRG-DGBB-6310-2RS1-03699,False
MAT-ST-004694,CPSE-SAIL,Steel & Metals,SAIL-DURGAPUR-STEEL-PLANT,MAT-933948,HIBE,SPIRAL WOUND GASKET 2 INCH 150# SS304/GR,SPIRAL WOUND METALLIC GASKET 2 INCH CLASS 150# CENTERING RING CS INNER RING SS304 GRAPHITE FILLER ASME B16.20,EA,GASKETS-SEALING-PRODUCTS,326.03,116,392,BKT-SEAL-SPRL-2INCH-150#-SS304-03700,False
MAT-RP-004695,CPSE-IOCL,Refining & Petrochemicals,IOCL-MATHURA-REFINERY,MAT-884197,ERSA,BEARING BALL 6308 OPEN C3,DEEP GROOVE BALL BEARING 40X90X23MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455,EA,MRO-BEARINGS,1399.71,5,21,BKT-BRG-DGBB-6308-OPEN-03701,False
MAT-OG-004696,CPSE-ONGC,Oil & Gas Upstream,ONGC-HAZIRA-GAS-PLANT,MAT-834038,ERSA,BRG BALL 6308 OPEN C3,DEEP GROOVE BALL BEARING 40X90X23MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455,EA,MRO-BEARINGS,1375.81,5,20,BKT-BRG-DGBB-6308-OPEN-03701,False
MAT-OG-004697,CPSE-ONGC,Oil & Gas Upstream,ONGC-RAJAHMUNDRY-ASSET,MAT-386506,ERSA,BRG BALL 6308 OPEN C3,DEEP GROOVE BALL BEARING 40X90X23MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455,EA,MRO-BEARINGS,1318.14,15,36,BKT-BRG-DGBB-6308-OPEN-03701,False
MAT-MN-004698,CPSE-CIL,Coal Mining & Extraction,CIL-MCL-SAMBALPUR-MINES,MAT-372073,ERSA,BEARING SPH ROLLER 22318 NORMAL,SPHERICAL ROLLER BEARING 90X190X64MM CYLINDRICAL BORE NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,EA,MRO-BEARINGS,23244.44,28,67,BKT-BRG-SPH-22318-NORMAL-03702,False
MAT-ST-004699,CPSE-SAIL,Steel & Metals,SAIL-ROURKELA-STEEL-PLANT,MAT-799177,ERSA,BEARING BALL 6207 2RS1 C3,DEEP GROOVE BALL BEARING 35X72X17MM RUBBER SEALS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,EA,MRO-BEARINGS,649.8,10,27,BKT-BRG-DGBB-6207-2RS1-03703,False
MAT-PW-004700,CPSE-NTPC,Thermal Power Generation,NTPC-SINGRAULI-STPS-2000MW,MAT-875914,ERSA,Brg Ball 6207 2Rs1 C3,DEEP GROOVE BALL BEARING 35X72X17MM RUBBER SEALS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,EA,MRO-BEARINGS,791.64,3,16,BKT-BRG-DGBB-6207-2RS1-03703,False
MAT-OG-004701,CPSE-ONGC,Oil & Gas Upstream,ONGC-MUMBAI-HIGH-OFFSHORE,MAT-207208,ERSA,Bearing Ball 6207 2Rs1 C3,DEEP GROOVE BALL BEARING 35X72X17MM RUBBER SEALS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,EA,MRO-BEARINGS,750.48,2,11,BKT-BRG-DGBB-6207-2RS1-03703,False
MAT-RP-004702,CPSE-IOCL,Refining & Petrochemicals,IOCL-PARADIP-REFINERY,MAT-257213,ERSA,BEARING BALL 6207 2RS1 C3,DEEP GROOVE BALL BEARING 35X72X17MM RUBBER SEALS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,EA,MRO-BEARINGS,748.27,1,7,BKT-BRG-DGBB-6207-2RS1-03703,False
MAT-ST-004703,CPSE-SAIL,Steel & Metals,SAIL-BHILAI-STEEL-PLANT,MAT-661339,ERSA,BRG BL 6207 2RS1 C3,DEEP GROOVE BALL BEARING 35X72X17MM RUBBER SEALS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,EA,MRO-BEARINGS,714.14,13,41,BKT-BRG-DGBB-6207-2RS1-03703,False
MAT-ST-004704,CPSE-SAIL,Steel & Metals,SAIL-DURGAPUR-STEEL-PLANT,MAT-829202,ERSA,BEARING BL 6207 2RS1 C3,DEEP GROOVE BALL BEARING 35X72X17MM RUBBER SEALS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,EA,MRO-BEARINGS,662.11,9,38,BKT-BRG-DGBB-6207-2RS1-03703,False
MAT-PW-004705,CPSE-NTPC,Thermal Power Generation,NTPC-KORBA-SUPER-THERMAL,MAT-665807,HIBE,CARTRIDGE FILTER 10 MICRON 20 INCH PP,SPUN BONDED CARTRIDGE FILTER RATING 10 MICRON LENGTH 20 INCH MATERIAL PP DOE TYPE FOR INDUSTRIAL PROCESS LIQUIDS,EA,FILTERS-CONSUMABLES,523.71,109,408,BKT-FLTR-CART-10MICRON-20INCH-PP-03704,False
MAT-ST-004706,CPSE-SAIL,Steel & Metals,SAIL-DURGAPUR-STEEL-PLANT,MAT-970429,ERSA,BEARING SPH ROLLER 22320K NORMAL,SPHERICAL ROLLER BEARING 100X215X73MM TAPERED BORE 1:12 NORMAL CLEARANCE BRASS CAGE DIN 635 / ISO 15,EA,MRO-BEARINGS,33713.0,6,22,BKT-BRG-SPH-22320K-NORMAL-03705,False
MAT-ST-004707,CPSE-SAIL,Steel & Metals,SAIL-ROURKELA-STEEL-PLANT,MAT-556483,ERSA,PRESSURE TRANSMITTER 0-40 BAR 4-20MA HAR,SMART PRESSURE TRANSMITTER RANGE 0-40 BAR OUTPUT 4-20MA HART DIAPHRAGM SS316L PROCESS CONN 1/2 INCH NPT ACCURACY 0.065%,EA,INSTRUMENTATION-CONTROL,61913.99,4,10,BKT-INS-XMTR-PRESSURE-0-40BAR-4-20MAHART-03706,False
MAT-HE-004708,CPSE-BHEL,Heavy Electrical Engineering,BHEL-HYDERABAD-HPEP,MAT-791190,ERSA,BEARING BALL 6204 OPEN C3,DEEP GROOVE BALL BEARING 20X47X14MM OPEN TYPE C3 CLEARANCE ISO 15 IS 6455,EA,MRO-BEARINGS,254.98,2,16,BKT-BRG-DGBB-6204-OPEN-03707,False
MAT-RP-004709,CPSE-IOCL,Refining & Petrochemicals,IOCL-MATHURA-REFINERY,MAT-320533,HIBE,STUD BOLT 7/8 INCH X 150MM B7 W/2NUTS 2H,HIGH TENSILE ALLOY STEEL STUD BOLT 7/8 INCH X 150MM ASTM A193 B7 WITH 2 HEAVY HEX NUTS ASTM A194 2H,SET,HARDWARE-FASTENERS,456.9,153,545,BKT-FAS-STUD-78INCHX150MM-B7-2H-03708,False
MAT-ST-004710,CPSE-SAIL,Steel & Metals,SAIL-BOKARO-STEEL-PLANT,MAT-551426,HIBE,STUD BOLT 1/2 INCH X 90MM B7 W/2NUTS 2H,HIGH TENSILE ALLOY STEEL STUD BOLT 1/2 INCH X 90MM ASTM A193 B7 WITH 2 HEAVY HEX NUTS ASTM A194 2H,SET,HARDWARE-FASTENERS,184.37,83,257,BKT-FAS-STUD-12INCHX90MM-B7-2H-03709,False
MAT-ST-004711,CPSE-SAIL,Steel & Metals,SAIL-BHILAI-STEEL-PLANT,MAT-567718,HIBE,FLANGE WNRF 2 INCH 300# A105,FORGED CARBON STEEL FLANGE WNRF SIZE 2 INCH CLASS 300# ASTM A105 ASME B16.5,EA,PIPING-FITTINGS,2495.35,5,15,BKT-FLG-WNRF-2INCH-300#-A105-03710,False
MAT-PW-004712,CPSE-NTPC,Thermal Power Generation,NTPC-SINGRAULI-STPS-2000MW,MAT-727069,ERSA,CONTACTOR 16A 3P 230VAC 3TF32,3-POLE POWER CONTACTOR 16A AC-3 415V CONTROL COIL 230V AC 50HZ 1NO+1NC CONTACTS IEC 60947-4-1,EA,ELECTRICAL-SWITCHGEAR,2388.03,15,39,BKT-ELE-CONT-16A-3TF32-230V-03711,False
MAT-HE-004713,CPSE-BHEL,Heavy Electrical Engineering,BHEL-BHOPAL-HEP,MAT-723870,ERSA,BEARING BALL 6310 ZZ C3,DEEP GROOVE BALL BEARING 50X110X27MM METAL SHIELDS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,EA,MRO-BEARINGS,1804.58,9,34,BKT-BRG-DGBB-6310-ZZ-03712,False
MAT-OG-004714,CPSE-ONGC,Oil & Gas Upstream,ONGC-ANKLESHWAR-ASSET,MAT-937476,ERSA,GATE VALVE 2 INCH 600# A105 FLGD,GATE VALVE 2 INCH CLASS 600# FLANGED RF OS&Y RISING STEM BODY A105 TRIM 8 API 600 / API 602 / ASME B16.34,EA,PIPING-VALVES,19953.53,8,32,BKT-VLV-GATE-2INCH-600#-A105-03713,False
MAT-PW-004715,CPSE-NTPC,Thermal Power Generation,NTPC-VINDHYACHAL-STPS-4760MW,MAT-947714,HIBE,HEX HEAD BOLT M20 X 65MM GR 8.8,HEXAGONAL HEAD BOLT HIGH TENSILE M20 X 65MM LENGTH PROPERTY CLASS 8.8 IS 1364 / ISO 4014 GALVANIZED,NO,HARDWARE-FASTENERS,116.14,102,281,BKT-FAS-BOLT-M20X65MM-8.8-03714,False
MAT-HE-004716,CPSE-BHEL,Heavy Electrical Engineering,BHEL-HARIDWAR-HEEP,MAT-234801,ERSA,MCCB 630A 3P 50KA THERM-MAG,MOULDED CASE CIRCUIT BREAKER 630A 3P 415V AC 50KA THERMAL MAGNETIC TRIP UNIT IEC 60947-2,EA,ELECTRICAL-SWITCHGEAR,54168.39,1,4,BKT-ELE-MCCB-630A-3P-50KA-03715,False
MAT-ST-004717,CPSE-SAIL,Steel & Metals,SAIL-ROURKELA-STEEL-PLANT,MAT-771150,ERSA,BEARING BALL 6312 2RS1 C3,DEEP GROOVE BALL BEARING 60X130X31MM RUBBER SEALS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,EA,MRO-BEARINGS,3673.76,72,165,BKT-BRG-DGBB-6312-2RS1-03716,False
MAT-OG-004718,CPSE-ONGC,Oil & Gas Upstream,ONGC-URAN-PROCESSING-PLANT,MAT-396080,ERSA,PRESSURE GAUGE 0-16 KG/CM2 DIAL 100MM,INDUSTRIAL BOURDON TUBE PRESSURE GAUGE RANGE 0-16 KG/CM2 DIAL 100MM BOTTOM MOUNT 1/2 INCH NPT CASE SS304 IP65 ASME B40.100,EA,INSTRUMENTATION-CONTROL,2687.9,16,63,BKT-INS-GAUGE-0-16KGCM2-100MM-03717,False
MAT-GT-004719,CPSE-GAIL,Gas Transmission & Petrochem,GAIL-VIJAIPUR-COMPRESSOR,MAT-931885,ERSA,PRESSURE GAUGE 0-16 KG/CM2 DIAL 100MM,INDUSTRIAL BOURDON TUBE PRESSURE GAUGE RANGE 0-16 KG/CM2 DIAL 100MM BOTTOM MOUNT 1/2 INCH NPT CASE SS304 IP65 ASME B40.100,EA,INSTRUMENTATION-CONTROL,2913.93,9,43,BKT-INS-GAUGE-0-16KGCM2-100MM-03718,False
MAT-OG-004720,CPSE-ONGC,Oil & Gas Upstream,ONGC-RAJAHMUNDRY-ASSET,MAT-305264,HIBE,CARTRIDGE FILTER 10 MICRON 10 INCH PP,SPUN BONDED CARTRIDGE FILTER RATING 10 MICRON LENGTH 10 INCH MATERIAL PP DOE TYPE FOR INDUSTRIAL PROCESS LIQUIDS,EA,FILTERS-CONSUMABLES,279.66,102,287,BKT-FLTR-CART-10MICRON-10INCH-PP-03719,False
MAT-ST-004721,CPSE-SAIL,Steel & Metals,SAIL-BHILAI-STEEL-PLANT,MAT-225660,ERSA,CONTACTOR 32A 3P 230VAC 3TF34,3-POLE POWER CONTACTOR 32A AC-3 415V CONTROL COIL 230V AC 50HZ 1NO+1NC CONTACTS IEC 60947-4-1,EA,ELECTRICAL-SWITCHGEAR,3724.64,12,54,BKT-ELE-CONT-32A-3TF34-230V-03720,False
MAT-PW-004722,CPSE-NTPC,Thermal Power Generation,NTPC-KORBA-SUPER-THERMAL,MAT-801214,ERSA,CONTACTOR 32A 3P 230VAC 3TF34,3-POLE POWER CONTACTOR 32A AC-3 415V CONTROL COIL 230V AC 50HZ 1NO+1NC CONTACTS IEC 60947-4-1,EA,ELECTRICAL-SWITCHGEAR,4190.59,10,37,BKT-ELE-CONT-32A-3TF34-230V-03720,False
MAT-ST-004723,CPSE-SAIL,Steel & Metals,SAIL-BOKARO-STEEL-PLANT,MAT-302530,HIBE,PIPE SMLS CS 4 INCH SCH40 ASTM A106 GR B,SEAMLESS PIPE SIZE 4 INCH WALL THICKNESS SCH40 MATERIAL ASTM A106 GR B ASME B36.10M / B36.19M,MTR,PIPING-TUBES,1896.32,6,25,BKT-PIPE-4INCH-SCH40-ASTMA106GRB-03721,False
MAT-ST-004724,CPSE-SAIL,Steel & Metals,SAIL-DURGAPUR-STEEL-PLANT,MAT-938963,ERSA,BEARING SPH ROLLER 22222K C3,SPHERICAL ROLLER BEARING 110X200X53MM TAPERED BORE 1:12 C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,EA,MRO-BEARINGS,19971.44,5,19,BKT-BRG-SPH-22222K-C3-03722,False
MAT-OG-004725,CPSE-ONGC,Oil & Gas Upstream,ONGC-HAZIRA-GAS-PLANT,MAT-116144,ERSA,BEARING BALL 6206 ZZ C3,DEEP GROOVE BALL BEARING 30X62X16MM METAL SHIELDS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,EA,MRO-BEARINGS,512.13,6,22,BKT-BRG-DGBB-6206-ZZ-03723,False
MAT-OG-004726,CPSE-ONGC,Oil & Gas Upstream,ONGC-URAN-PROCESSING-PLANT,MAT-267609,ERSA,BEARING SPH ROLLER 22220 C3,SPHERICAL ROLLER BEARING 100X180X46MM CYLINDRICAL BORE C3 CLEARANCE BRASS CAGE DIN 635 / ISO 15,EA,MRO-BEARINGS,14656.47,0,2,BKT-BRG-SPH-22220-C3-03724,False
MAT-OG-004727,CPSE-ONGC,Oil & Gas Upstream,ONGC-ANKLESHWAR-ASSET,MAT-662406,HIBE,CABLE LT XLPE 1.1KV 4C X 50 SQMM AL ARMD,1.1KV GRADE 4C X 50 SQMM STRANDED ALUMINIUM CONDUCTOR XLPE INSULATED GALVANIZED STEEL ARMOURED PVC SHEATHED IS 7098,MTR,ELECTRICAL-CABLES,1079.47,7,29,BKT-CBL-LTXLPE-4CX50SQMM-1.1KV-03725,False
MAT-MN-004728,CPSE-CIL,Coal Mining & Extraction,CIL-NCL-SINGRAULI-MINES,MAT-326807,ERSA,BEARING BALL 6312 ZZ C3,DEEP GROOVE BALL BEARING 60X130X31MM METAL SHIELDS BOTH SIDES C3 CLEARANCE ISO 15 IS 6455,EA,MRO-BEARINGS,3032.67,6,16,BKT-BRG-DGBB-6312-ZZ-03726,False
MAT-ST-004729,CPSE-SAIL,Steel & Metals,SAIL-IISCO-BURNPUR,MAT-114857,ERSA,PRESSURE TRANSMITTER 0-40 BAR 4-20MA HAR,SMART PRESSURE TRANSMITTER RANGE 0-40 BAR OUTPUT 4-20MA HART DIAPHRAGM SS316L PROCESS CONN 1/2 INCH NPT ACCURACY 0.065%,EA,INSTRUMENTATION-CONTROL,52467.16,3,11,BKT-INS-XMTR-PRESSURE-0-40BAR-4-20MAHART-03727,False
